"region","year","organizations","legaladdress","address"
"Ульяновская область","2021 год","Областное государственное казенное общеобразовательное учреждение «Школа для обучающихся с ограниченными возможностями здоровья № 39»","432012, область Ульяновская, г. Ульяновск, просп. Гая, 21","432012, область Ульяновская, г. Ульяновск, просп. Гая, 21"
"Ульяновская область","2022 год","Областное государственное казенное общеобразовательное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья № 16»","432013, область Ульяновская, г. Ульяновск, ул. Александра Невского, 2 «А»","432013, область Ульяновская, г. Ульяновск, ул. Александра Невского, 2 «А»"
"Ульяновская область","2022 год","Областное государственное казенное общеобразовательное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья № 91»","432054, область Ульяновская, г. Ульяновск, ул. Камышинская, 44","432054, область Ульяновская, г. Ульяновск, ул. Камышинская, 44"
"Ульяновская область"," 2023 год","Областное государственное казенное общеобразовательное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья № 26»","432071, область Ульяновская, г. Ульяновск, ул. Толбухина, 21","432071, область Ульяновская, г. Ульяновск, ул. Толбухина, 21"
"Ульяновская область"," 2023 год","Областное государственное казенное общеобразовательное учреждение «Школа-интернат для обучающихся с ограниченными возможностями здоровья № 92»","432026, область Ульяновская, г. Ульяновск, просп. 50-летия ВЛКСМ, 24 А","432026, область Ульяновская, г. Ульяновск, просп. 50-летия ВЛКСМ, 24 А"
"Ульяновская область"," 2023 год","Областное государственное казенное общеобразовательное учреждение «Школа для обучающихся с ограниченными возможностями здоровья № 11» г. Дмитровграда","433513, область Ульяновская, г. Димитровград, просп. Автостроителей, 22","433513, область Ульяновская, г. Димитровград, просп. Автостроителей, 22"
"Челябинская область","2020 год","Муниципальное казенное общеобразовательное учреждение «Школа-интернат» д. Березовка","456880, область Челябинская, район Аргаяшский, д. Березовка, ул. Новая, д. 1","456880, область Челябинская, район Аргаяшский, д. Березовка, ул. Новая, д. 1"
"Челябинская область","2020 год","Муниципальное бюджетное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа № 9»","456800, область Челябинская, г. Верхний Уфалей, ул. Карла Маркса, 121","456800, область Челябинская, г. Верхний Уфалей, ул. Карла Маркса, 121"
"Челябинская область","2021 год","Муниципальное бюджетное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа-интернат № 111»","456080, область Челябинская, г. Трехгорный, ул. Островского, 16","456080, область Челябинская, г. Трехгорный, ул. Островского, 16"
"Челябинская область","2021 год","Муниципальное казенное общеобразовательное учреждение «Ашинская школа-интернат № 5 для обучающихся с ограниченными возможностями здоровья»","456010, область Челябинская, район Ашинский, г. Аша, ул. Танкистов, 15","456010, область Челябинская, район Ашинский, г. Аша, ул. Танкистов, 15"
"Челябинская область","2022 год","Муниципальное казенное общеобразовательное учреждение «Специальная (коррекционная) школа VIII вида с наличием интерната для обучающихся с ограниченными возможностями здоровья»","456918, область Челябинская, район Саткинский, г. Сатка, ул. Матросова, 8-А","456918, область Челябинская, район Саткинский, г. Сатка, ул. Матросова, 8-А"
"Челябинская область","2022 год","Государственное бюджетное общеобразовательное учреждение «Областной центр диагностики и консультирования»","454048, область Челябинская, г. Челябинск, ул. Худякова, 20","454048, область Челябинская, г. Челябинск, ул. Худякова, 20"
"Челябинская область","2022 год","Муниципальное казенное специальное (коррекционное) общеобразовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья «Специальная (коррекционная) общеобразовательная школа-интернат»","456040, область Челябинская, г. Усть-Катав, ул. Строителей, 5","456040, область Челябинская, г. Усть-Катав, ул. Строителей, 5"
"Челябинская область","2023 год","Муниципальное общеобразовательное учреждение «Коррекционная школа-интернат г. Катав-Ивановска» Катав-Ивановского муниципального района","456110, область Челябинская, район Катав-Ивановский, г. Катав-Ивановск, ул. Красноуральская, 33","456110, область Челябинская, район Катав-Ивановский, г. Катав-Ивановск, ул. Красноуральская, 33"
"Челябинская область","2023 год","Муниципальное бюджетное общеобразовательное учреждение для обучающихся с ограниченными возможностями здоровья «Коррекционная общеобразовательная начальная школа-детский сад»","456940, область Челябинская, г. Куса, ул. Вокзальная. 11","456940, область Челябинская, г. Куса, ул. Вокзальная. 11"
"Челябинская область","2023 год","Муниципальное бюджетное общеобразовательное учреждение «Коррекционная общеобразовательная школа-интернат для обучающихся с ограниченными возможностями здоровья р.п. Магнитка Кусинский район»","456950, область Челябинская, район Кусинский, р.п. Магнитка, ул. Карла Маркса, 11","456950, область Челябинская, район Кусинский, р.п. Магнитка, ул. Карла Маркса, 11 456950, область Челябинская, район Кусинский, р.п. Магнитка, ул. Рабочая, 9"
"Челябинская область","2023 год","Муниципальное бюджетное общеобразовательное учреждение для обучающихся с ограниченными возможностями здоровья основная общеобразовательная школа № 10","456440, область Челябинская, г. Чебаркуль, ул. Мира, 21-Б","456440, область Челябинская, г. Чебаркуль, ул. Мира, 21-Б 456440, область Челябинская, г. Чебаркуль, ул. Электростальская, 36-Б"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Специальная школа-интернат № 8» г. Пласта","457020, область Челябинская, район Пластовский, г. Пласт, ул. Коминтерна, д. 62","457020, область Челябинская, район Пластовский, г. Пласт, ул. Коминтерна, д. 62"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Еманжелинская специальная (коррекционная) общеобразовательная школа-интернат для обучающихся, воспитанников с ограниченными возможностями здоровья (нарушение интеллекта)»","456574, область Челябинская, район Еткульский, с. Еманжелинка, ул. Алое поле, 1, В","456574, область Челябинская, район Еткульский, с. Еманжелинка, ул. Алое поле, 1, В"
"Челябинская область","2024 год","Муниципальное автономное общеобразовательное учреждение «Школа-интернат № 31»","456227, область Челябинская, г. Златоуст, пос. Айский, д. 20Б","456227, область Челябинская, г. Златоуст, пос. Айский, д. 20Б"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Уйская школа-интернат VIII вида»","456470, область Челябинская, район Уйский, с. Уйское, ул. Островского, 34","456470, область Челябинская, район Уйский, с. Уйское, ул. Островского, 34"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа-интернат для обучающихся с ограниченными возможностями здоровья г. Миасса»","456318, область Челябинская, г. Миасс, просп. Октября, 73","456318, область Челябинская, г. Миасс, просп. Октября, 73"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа-интернат VIII вида»","456313, область Челябинская, г. Миасс, ул. Донская, 7","456313, область Челябинская, г. Миасс, ул. Донская, 7"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Общеобразовательная школа-интернат» г. Карабаша","456140, область Челябинская, г. Карабаш, ул. Кузнецова, 6","456140, область Челябинская, г. Карабаш, ул. Кузнецова, 6"
"Челябинская область","2024 год","Муниципальное казенное общеобразовательное учреждение «Специальная (коррекционная) школа-интернат для обучающихся с ограниченными возможностями здоровья»","457100, область Челябинская, г. Троицк, ул. им. Н.К. Крупской, 1","457100, область Челябинская, г. Троицк, ул. им. Н.К. Крупской, 1"
"Челябинская область","2024 год","Муниципальное бюджетное специальное (коррекционное) общеобразовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья «Специальная (коррекционная) начальная школа – детский сад № 10»","457100, область Челябинская, г. Троицк, ул. Новая, 13А","457100, область Челябинская, г. Троицк, ул. Новая, 8"
"Челябинская область","2024 год","Государственное казенное общеобразовательное учреждение «Общеобразовательная школа-интернат для слепых и слабовидящих обучающихся» г. Троицка","457100, область Челябинская, г. Троицк, ул. им. В.И. Ленина,1А","457100, область Челябинская, г. Троицк, ул. им. В.И. Ленина,1А"
"Челябинская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Специальная (коррекционная) школа № 29 VI вида»","456780, область Челябинская, г. Озерск, ул. Музрукова, 34","456780, область Челябинская, г. Озерск, ул. Музрукова, 34"
"Челябинская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Основная общеобразовательная школа № 34 для обучающихся с ограниченными возможностями здоровья»","456780, область Челябинская, г. Озерск, пр-д Комсомольский, 9","456780, область Челябинская, г. Озерск, пр-д Комсомольский, 9"
"Челябинская область","2024 год","Муниципальное бюджетное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа № 36 III-IV видов»","456783, область Челябинская, г. Озерск, ул. Бажова, 28","456783, область Челябинская, г. Озерск, ул. Бажова, 28"
"Челябинская область","2024 год","Муниципальное общеобразовательное учреждение «Специальная (коррекционная) общеобразовательная школа-интернат № 4» города Магнитогорска","455026, область Челябинская, г. Магнитогорск, ул. Суворова, 110","455026, область Челябинская, г. Магнитогорск, ул. Суворова, 110"
"Ярославская область","2020 год","Государственное общеобразовательное бюджетное учреждение Ярославской области «Ярославская школа-интернат № 6»","150008, область Ярославская, г. Ярославль, ул. Клубная, 40","150008, область Ярославская, г. Ярославль, ул. Клубная, 40"
"Ярославская область","2020 год","Государственное общеобразовательное учреждение Ярославской области «Рыбинская школа-интернат № 1»","152916, область Ярославская, район Рыбинский, г. Рыбинск, ул. Инженерная, 21","152916, область Ярославская, район Рыбинский, г. Рыбинск, ул. Инженерная, 21"
"Ярославская область","2021 год","Государственное общеобразовательное учреждение Ярославской области «Багряниковская школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья»","152430, область Ярославская, район Первомайский, дер. Багряники, ул. Школьная, 5","152430, область Ярославская, район Первомайский, дер. Багряники, ул. Школьная, 5"
"Ярославская область","2021 год","Государственное общеобразовательное учреждение Ярославской области «Ярославская школа-интернат № 9»","150000, область Ярославская, г. Ярославль, ул. Свердлова, 16 А","150000, область Ярославская, г. Ярославль, ул. Свердлова, 16 А"
"Ярославская область","2022 год","Государственное общеобразовательное учреждение Ярославской области «Переславль-Залесская школа-интернат № 3»","152023, область Ярославская, г. Переславль-Залесский, ул. Магистральная, 43","152023, область Ярославская, г. Переславль-Залесский, ул. Магистральная, 43"
"Ярославская область","2022 год","Государственное общеобразовательное учреждение Ярославской области «Гаврилов-Ямская школа-интернат»","152240, область Ярославская, район Гаврилов-Ямский, г. Гаврилов-Ям, ул. Сосновая, 1","152240, область Ярославская, район Гаврилов-Ямский, г. Гаврилов-Ям, ул. Сосновая, 1"
"Ярославская область","2023 год","Государственное общеобразовательное учреждение Ярославской области «Ярославская школа № 38»","150040, область Ярославская, г. Ярославль, ул. Володарского, 60","150040, область Ярославская, г. Ярославль, ул. Володарского, 60"
"Ярославская область","2023 год","Государственное общеобразовательное учреждение Ярославской области «Ярославская школа-интернат № 8 имени Э.Н. Макшанцевой»","150042, область Ярославская, г. Ярославль, ул. Урицкого, 27А","150042, область Ярославская, г. Ярославль, ул. Урицкого, 27А 150044, область Ярославская, г. Ярославль, ул. Е. Колесовой, 40"
"Ярославская область","2023 год","Государственное общеобразовательное учреждение Ярославской области «Ярославская школа № 45»","150001, область Ярославская, г. Ярославль, ул. 2-я Полянская, 25","150001, область Ярославская, г. Ярославль, ул. 2-я Полянская, 25"
"Ярославская область","2023 год","Государственное общеобразовательное учреждение Ярославской области «Ярославская школа-интернат № 7»","150054, область Ярославская, г. Ярославль, ул. Чехова, 4","150054, область Ярославская, г. Ярославль, ул. Чехова, 4"
"Ярославская область","2023 год","Государственное общеобразовательное учреждение Ярославской области «Рыбинская школа-интернат № 2»","152919, область Ярославская, район Рыбинский, г. Рыбинск, ул. Гагарина, 4","152919, область Ярославская, район Рыбинский, г. Рыбинск, ул. Гагарина, 4"
"Ярославская область","2024 год","Государственное общеобразовательное учреждение Ярославской области «Переславль-Залесская общеобразовательная школа-интернат № 4»","152020, область Ярославская, г. Переславль-Залесский, ул. Свободы, 61","152020, область Ярославская, г. Переславль-Залесский, ул. Свободы, 61"
"Город Санкт-Петербург","2020 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 49 Петродворцового района Санкт-Петербурга «Школа здоровья»","198515, город Санкт-Петербург, пос. Стрельна, ш. Санкт-Петербургское, д. 77, к. А","198515, город Санкт-Петербург, пос. Стрельна, ш. Санкт-Петербургское, д. 77, к. А"
"Город Санкт-Петербург","2020 год","Государственное бюджетное общеобразовательное учреждение школа № 439 Петродворцового района Санкт-Петербурга","198516, город Санкт-Петербург, г. Петергоф, ул. Блан-Менильская, д 5, литер А","198516, город Санкт-Петербург, г. Петергоф, ул. Блан-Менильская, д 5, литер А"
"Город Санкт-Петербург","2021 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 1 Выборгского района Санкт-Петербурга","194156, город Санкт-Петербург, просп. Энгельса, 4, лит. А","194156, город Санкт-Петербург, просп. Энгельса, 4, лит. А"
"Город Санкт-Петербург","2021 год","Государственное бюджетное общеобразовательное учреждение школа № 6 Выборгского района Санкт-Петербурга","194017, город Санкт-Петербург, ул. Дрезденская, 13, лит. А","194017, город Санкт-Петербург, ул. Дрезденская, 13, лит. А"
"Город Санкт-Петербург","2022 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 33 Выборгского района Санкт-Петербурга","194223, город Санкт-Петербург, просп. 2-й Муринский, 24, лит. А","194223, город Санкт-Петербург, просп. 2-й Муринский, 24, лит. А"
"Город Санкт-Петербург","2022 год","Государственное бюджетное общеобразовательное учреждение школа № 487 Выборгского района Санкт-Петербурга","194355, город Санкт-Петербург, ул. Композиторов, 22, 3, литера А","194355, город Санкт-Петербург, ул. Композиторов, 22, 3, литера А"
"Город Санкт-Петербург","2023 год","Государственное бюджетное общеобразовательное учреждение школа № 17 Невского района Санкт-Петербурга","192131, город Санкт-Петербург, ул. Бабушкина, 58, 1, литер В","192131, город Санкт-Петербург, ул. Бабушкина, 58, 1, литер В"
"Город Санкт-Петербург","2023 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 18 Невского района Санкт-Петербурга","192174, город Санкт-Петербург, ул. Шелгунова, 5а, литер А","192174, город Санкт-Петербург, ул. Шелгунова, 5а, литер А"
"Город Санкт-Петербург","2023 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 22 Невского района Санкт-Петербурга","192012, город Санкт-Петербург, ул. Чернова, д. 13, литер А","192012, город Санкт-Петербург, ул. Чернова, д. 13, литер А"
"Город Санкт-Петербург","2023 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 31 Невского района Санкт-Петербурга","192029, город Санкт-Петербург, просп. Елизарова, д. 7а, литер А","192029, город Санкт-Петербург, просп. Елизарова, д. 7а, литер А"
"Город Санкт-Петербург","2023 год","Государственное бюджетное общеобразовательное учреждение школа № 34 Невского района Санкт-Петербурга","193231, город Санкт-Петербург, ул. Коллонтай, 27, 4, литера А","193231, город Санкт-Петербург, ул. Коллонтай, 27, 4, литера А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 627 Невского района Санкт-Петербурга","193079, город Санкт-Петербург, ул. Новоселов, 11 литер А","193079, город Санкт-Петербург, ул. Новоселов, 11 литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 3 Петроградского района Санкт-Петербурга","197198, город Санкт-Петербург, ул. Введенская, 15, литер А","197198, город Санкт-Петербург, ул. Введенская, 15, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 20 Петроградского района Санкт-Петербурга","197022, город Санкт-Петербург, наб. Песочная, 14, лит. Б, В","197022, город Санкт-Петербург, наб. Песочная, 14, лит. Б, В"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 25 Петроградского района Санкт-Петербурга","197110, город Санкт-Петербург, ул. Большая Зеленина, 30, литер А","197110, город Санкт-Петербург, ул. Большая Зеленина, 30, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 9 Калининского района Санкт-Петербурга","195220, город Санкт-Петербург, ул. Старцева, 7, литер А","195220, город Санкт-Петербург, ул. Старцева, 7, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 561 Калининского района Санкт-Петербурга","195252, город Санкт-Петербург, ул. Карпинского, 38, корп. 8, литер А","195252, город Санкт-Петербург, ул. Карпинского, 38, корп. 8, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 46 Калининского района Санкт-Петербурга «Центр Реабилитации и Милосердия»","195273, город Санкт-Петербург, ул. Амурская, 2, литер А","195273, город Санкт-Петербург, ул. Амурская, 2, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 10 Калининского района Санкт-Петербурга","195197, город Санкт-Петербург, ул. Жукова, 11, лит. Б","195197, город Санкт-Петербург, ул. Жукова, 11, лит. Б"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 370 Московского района Санкт-Петербурга","196128, город Санкт-Петербург, ул. Благодатная, 11, лит. А","196128, город Санкт-Петербург, ул. Благодатная, 11, лит. А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 663 Московского района Санкт-Петербурга","196233, город Санкт-Петербург, просп. Витебский, 49, корп. 2, лит. А","196233, город Санкт-Петербург, просп. Витебский, 49, корп. 2, лит. А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 613 Московского района Санкт-Петербурга","196066, город Санкт-Петербург, просп. Московский, 203, литер А","196066, город Санкт-Петербург, просп. Московский, 203, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 432 Колпинского района Санкт-Петербурга","196653, город Санкт-Петербург, г. Колпино, ул. Павловская, д. 21, литер. А","196653, город Санкт-Петербург, г. Колпино, ул. Павловская, д. 21, литер. А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа-интернат № 10 Колпинского района Санкт-Петербурга","196643, город Санкт-Петербург, пос. Понтонный, ул. Южная, д. 29, литер А","196643, город Санкт-Петербург, пос. Понтонный, ул. Южная, д. 29, литер А"
"Город Санкт-Петербург","2024 год","Государственное бюджетное общеобразовательное учреждение школа № 5 Центрального района Санкт-Петербурга","191144, город Санкт-Петербург, ул. Моисеенко, 19 А","191144, город Санкт-Петербург, ул. Моисеенко, 19 А"
"Город Севастополь","2020 год","Государственное бюджетное специальное (коррекционное) образовательное учреждение города Севастополя «Общеобразовательная школа-интернат № 1»","299011, город Севастополь, ул. Попова, д. 2","299011, город Севастополь, ул. Попова, д. 2, корп. 2"
"Город Севастополь","2021 год","Государственное бюджетное специальное (коррекционное) образовательное учреждение города Севастополя «Общеобразовательная школа-интернат № 6 имени Е.И. Петрова»","299703, город Севастополь, г. Инкерман, ул. Шубикова, д. 3","299703, город Севастополь, г. Инкерман, ул. Шубикова, д. 3"
"Еврейская автономная область","2020 год","Областное государственное общеобразовательное бюджетное учреждение для детей-сирот и детей, оставшихся без попечения родителей «Специальная (коррекционная) школа-интернат»","679130, Еврейская автономная область, район Облученский, пос. Бира, ул. Кащеевой, 7","679130, Еврейская автономная область, район Облученский, пос. Бира, ул. Кащеевой, 7"
"Еврейская автономная область","2021 год","Областное государственное автономное общеобразовательное учреждение «Центр образования «Ступени»","679000, Еврейская автономная область, г. Биробиджан, ул. Советская, 49","679000, Еврейская автономная область, г. Биробиджан, ул. Советская, 49"
"Ненецкий автономный округ","2020 год","Государственное казенное общеобразовательное учреждение Ненецкого автономного округа «Ненецкая специальная (коррекционная) школа-интернат»","166000, автономный округ Ненецкий, г. Нарьян-Мар, ул. им. И.П. Выучейского, 23","Фактический адрес будет присвоен после ввода в эксплуатацию нового здания (в 2023 году)"
"Ханты-Мансийский автономный округ – Югра","2020 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Березовская школа-интернат для обучающихся с ограниченными возможностями здоровья»","628140, Ханты-Мансийский автономный округ – Югра, пгт. Березово, ул. Шмидта, 6","628140, Ханты-Мансийский автономный округ – Югра, пгт. Березово, ул. Шмидта, 6"
"Ханты-Мансийский автономный округ – Югра","2021 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Излучинская школа-интернат для обучающихся с ограниченными возможностями здоровья»","628634, Ханты-Мансийский автономный округ – Югра, район Нижневартовский, пгт. Излучинск, ул. Савкинская, д. 29","628634, Ханты-Мансийский автономный округ – Югра, район Нижневартовский, пгт. Излучинск, ул. Савкинская, д. 29"
"Ханты-Мансийский автономный округ – Югра","2021 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Ларьякская школа–интернат для обучающихся с ограниченными возможностями здоровья»","628650, Ханты-Мансийский автономный округ – Югра, район Нижневартовский, с. Ларьяк, ул. Северная, д. 1","628650, Ханты-Мансийский автономный округ – Югра, район Нижневартовский, с. Ларьяк, ул. Северная, д. 1"
"Ханты-Мансийский автономный округ – Югра","2022 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Леушинская школа-интернат для обучающихся с ограниченными возможностями здоровья»","628212, Ханты-Мансийский автономный округ – Югра, район Кондинский, с. Леуши, ул. Волгоградская, 51","628212, Ханты-Мансийский автономный округ – Югра, район Кондинский, с. Леуши, ул. Волгоградская, 51"
"Ханты-Мансийский автономный округ – Югра","2022 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Мегионская школа для обучающихся с ограниченными возможностями здоровья»","628681, Ханты-Мансийский автономный округ – Югра, г. Мегион, ул. Ленина, 9","628681, Ханты-Мансийский автономный округ – Югра, г. Мегион, ул. Ленина, 9"
"Ханты-Мансийский автономный округ – Югра","2022 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Нефтеюганская школа-интернат для обучающихся с ограниченными возможностями здоровья»","628305, Ханты-Мансийский автономный округ – Югра, г. Нефтеюганск, микрорайон 11, здание 121","628305, Ханты-Мансийский автономный округ – Югра, г. Нефтеюганск, микрорайон 11, здание 121"
"Ханты-Мансийский автономный округ – Югра","2023 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Нижневартовская школа для обучающихся с ограниченными возможностями здоровья № 1»","628624, Ханты-Мансийский автономный округ – Югра, г. Нижневартовск, ул. Мира, 83А","628624, Ханты-Мансийский автономный округ – Югра, г. Нижневартовск, ул. Мира, 83А"
"Ханты-Мансийский автономный округ – Югра","2023 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Нижневартовская школа для обучающихся с ограниченными возможностями здоровья № 2»","628602, Ханты-Мансийский автономный округ – Югра, г. Нижневартовск, ул. Мусы Джалиля, 20","628602, Ханты-Мансийский автономный округ – Югра, г. Нижневартовск, ул. Мусы Джалиля, 20"
"Ханты-Мансийский автономный округ – Югра","2023 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Няганская школа-интернат для обучающихся с ограниченными возможностями здоровья»","628187, Ханты-Мансийский автономный округ – Югра, г. Нягань, ул. Речная, 9 А","628187, Ханты-Мансийский автономный округ – Югра, г. Нягань, ул. Речная, 9 А"
"Ханты-Мансийский автономный округ – Югра","2023 год","Казенное общеобразовательное учреждение Ханты-Мансийского автономного округа – Югры «Радужнинская школа для обучающихся с ограниченными возможностями здоровья»","628464, Ханты-Мансийский автономный округ – Югра, г. Радужный, мкрн. 1-й, 29","628464, Ханты-Мансийский автономный округ – Югра, г. Радужный, мкрн. 1-й, 29"
